,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
76,2022-05-17,147.81765306741028,138.15308249623038,155.10481598535156,147.81765306741028,147.81765306741028,-1.1118323366450638,-1.1118323366450638,-1.1118323366450638,-1.1118323366450638,-1.1118323366450638,-1.1118323366450638,0.0,0.0,0.0,146.70582073076523
77,2022-05-18,147.66685613654593,137.68562927676024,155.49642797427245,147.66685613654593,147.66685613654593,-1.151640862491617,-1.151640862491617,-1.151640862491617,-1.151640862491617,-1.151640862491617,-1.151640862491617,0.0,0.0,0.0,146.51521527405433
78,2022-05-19,147.5160592056816,136.6841365169578,154.75854286622422,147.5160592056816,147.5160592056816,-1.5674611702400094,-1.5674611702400094,-1.5674611702400094,-1.5674611702400094,-1.5674611702400094,-1.5674611702400094,0.0,0.0,0.0,145.94859803544156
79,2022-05-20,147.36526227481724,136.84144332674924,153.9864730441353,147.36526227481724,147.36526227481724,-1.3803023533532024,-1.3803023533532024,-1.3803023533532024,-1.3803023533532024,-1.3803023533532024,-1.3803023533532024,0.0,0.0,0.0,145.98495992146403
80,2022-05-23,146.9128714822242,136.41851237457078,153.80666691690593,146.9128714822242,146.9128714822242,-2.0168434891522566,-2.0168434891522566,-2.0168434891522566,-2.0168434891522566,-2.0168434891522566,-2.0168434891522566,0.0,0.0,0.0,144.89602799307195
81,2022-05-24,146.80861056196125,136.4372327044602,154.50229150481638,146.80861056196125,146.80861056196125,-1.111832336642528,-1.111832336642528,-1.111832336642528,-1.111832336642528,-1.111832336642528,-1.111832336642528,0.0,0.0,0.0,145.69677822531872
82,2022-05-25,146.7043496416983,136.02985601245092,154.4636533334318,146.7043496416983,146.7043496416983,-1.1516408624915102,-1.1516408624915102,-1.1516408624915102,-1.1516408624915102,-1.1516408624915102,-1.1516408624915102,0.0,0.0,0.0,145.55270877920677
83,2022-05-26,146.6000887214353,137.03461041579436,153.75405367221182,146.6000887214353,146.6000887214353,-1.5674611702352994,-1.5674611702352994,-1.5674611702352994,-1.5674611702352994,-1.5674611702352994,-1.5674611702352994,0.0,0.0,0.0,145.0326275512
84,2022-05-27,146.49582780117234,136.17944503164912,154.45133382946028,146.49582780117234,146.49582780117234,-1.3803023533491248,-1.3803023533491248,-1.3803023533491248,-1.3803023533491248,-1.3803023533491248,-1.3803023533491248,0.0,0.0,0.0,145.11552544782322
85,2022-05-30,146.18304504038343,135.80130308666716,152.84603698536986,146.18304504038343,146.18304504038343,-2.0168434891585596,-2.0168434891585596,-2.0168434891585596,-2.0168434891585596,-2.0168434891585596,-2.0168434891585596,0.0,0.0,0.0,144.16620155122487
86,2022-05-31,146.07878412012047,136.39190330229306,153.3844490505193,146.07878412012047,146.07878412012047,-1.1118323366418323,-1.1118323366418323,-1.1118323366418323,-1.1118323366418323,-1.1118323366418323,-1.1118323366418323,0.0,0.0,0.0,144.96695178347863
87,2022-06-01,145.97452319985752,135.57278160803895,153.63631528550482,145.97452319985752,145.97452319985752,-1.1516408624928487,-1.1516408624928487,-1.1516408624928487,-1.1516408624928487,-1.1516408624928487,-1.1516408624928487,0.0,0.0,0.0,144.82288233736466
88,2022-06-02,145.87026227959456,135.13474250245736,153.61154040471723,145.87026227959456,145.87026227959456,-1.567461170237325,-1.567461170237325,-1.567461170237325,-1.567461170237325,-1.567461170237325,-1.567461170237325,0.0,0.0,0.0,144.30280110935723
89,2022-06-03,145.83175858164165,135.68162790531198,153.52949765940062,145.83175858164165,145.83175858164165,-1.3803023533662593,-1.3803023533662593,-1.3803023533662593,-1.3803023533662593,-1.3803023533662593,-1.3803023533662593,0.0,0.0,0.0,144.4514562282754
90,2022-06-06,145.71624748778297,134.4050125421351,152.42009550289214,145.71624748778297,145.71624748778297,-2.0168434891586555,-2.0168434891586555,-2.0168434891586555,-2.0168434891586555,-2.0168434891586555,-2.0168434891586555,0.0,0.0,0.0,143.69940399862432
91,2022-06-07,145.67774378983006,135.77601214731567,153.24769996228255,145.67774378983006,145.67774378983006,-1.111832336640217,-1.111832336640217,-1.111832336640217,-1.111832336640217,-1.111832336640217,-1.111832336640217,0.0,0.0,0.0,144.56591145318984
92,2022-06-08,145.63924009187716,134.95238742976733,154.0075696848039,145.63924009187716,145.63924009187716,-1.1516408624912962,-1.1516408624912962,-1.1516408624912962,-1.1516408624912962,-1.1516408624912962,-1.1516408624912962,0.0,0.0,0.0,144.48759922938586
93,2022-06-09,145.60073639392425,135.27837934113393,152.80223805431615,145.60073639392425,145.60073639392425,-1.5674611702358252,-1.5674611702358252,-1.5674611702358252,-1.5674611702358252,-1.5674611702358252,-1.5674611702358252,0.0,0.0,0.0,144.03327522368843
94,2022-06-10,145.56223269597135,135.70454152009023,153.1532125430507,145.56223269597135,145.56223269597135,-1.3803023533572751,-1.3803023533572751,-1.3803023533572751,-1.3803023533572751,-1.3803023533572751,-1.3803023533572751,0.0,0.0,0.0,144.18193034261407
95,2022-06-13,145.44672160211263,134.68226955272985,151.92781359403554,145.44672160211263,145.44672160211263,-2.0168434891618547,-2.0168434891618547,-2.0168434891618547,-2.0168434891618547,-2.0168434891618547,-2.0168434891618547,0.0,0.0,0.0,143.42987811295077
96,2022-06-14,145.40821790415973,135.53546175068118,152.81337411807718,145.40821790415973,145.40821790415973,-1.1118323366463456,-1.1118323366463456,-1.1118323366463456,-1.1118323366463456,-1.1118323366463456,-1.1118323366463456,0.0,0.0,0.0,144.29638556751337
97,2022-06-15,145.48659531668952,135.83204571080316,153.7557983065016,145.48659531668952,145.48659531668952,-1.1516408624926349,-1.1516408624926349,-1.1516408624926349,-1.1516408624926349,-1.1516408624926349,-1.1516408624926349,0.0,0.0,0.0,144.3349544541969
98,2022-06-16,145.56497272921933,135.55569909086807,152.78283504469874,145.56497272921933,145.56497272921933,-1.5674611702413757,-1.5674611702413757,-1.5674611702413757,-1.5674611702413757,-1.5674611702413757,-1.5674611702413757,0.0,0.0,0.0,143.99751155897795
99,2022-06-17,145.64335014174912,134.84775568964673,153.1602600433217,145.64335014174912,145.64335014174912,-1.380302353358104,-1.380302353358104,-1.380302353358104,-1.380302353358104,-1.380302353358104,-1.380302353358104,0.0,0.0,0.0,144.26304778839102
100,2022-06-20,145.8784823793385,134.91000319503277,153.08553440996684,145.8784823793385,145.8784823793385,-2.0168434891619507,-2.0168434891619507,-2.0168434891619507,-2.0168434891619507,-2.0168434891619507,-2.0168434891619507,0.0,0.0,0.0,143.86163889017655
101,2022-06-21,145.9568597918683,135.5031803027274,153.92444407149534,145.9568597918683,145.9568597918683,-1.11183233664473,-1.11183233664473,-1.11183233664473,-1.11183233664473,-1.11183233664473,-1.11183233664473,0.0,0.0,0.0,144.84502745522357
102,2022-06-22,146.0352372043981,136.13175588566054,153.0494415062061,146.0352372043981,146.0352372043981,-1.1516408624927503,-1.1516408624927503,-1.1516408624927503,-1.1516408624927503,-1.1516408624927503,-1.1516408624927503,0.0,0.0,0.0,144.88359634190536
103,2022-06-23,146.1136146169279,135.85767682005775,153.43469032402086,146.1136146169279,146.1136146169279,-1.5674611702398757,-1.5674611702398757,-1.5674611702398757,-1.5674611702398757,-1.5674611702398757,-1.5674611702398757,0.0,0.0,0.0,144.546153446688
104,2022-06-24,146.3143583025582,136.39750198407228,153.70135864584427,146.3143583025582,146.3143583025582,-1.3803023533540264,-1.3803023533540264,-1.3803023533540264,-1.3803023533540264,-1.3803023533540264,-1.3803023533540264,0.0,0.0,0.0,144.93405594920415
